customerId,transactionDate,amount,currency,sourceChannel,externalTransactionId
customer-0042,2026-04-01T04:47:00.000Z,42.41,EUR,mobile,
customer-0043,2026-04-01T04:54:00.000Z,43.42,GBP,email,ext-000042
customer-0044,2026-04-01T05:01:00.000Z,44.43,UAH,pos,
customer-0045,2026-04-01T05:08:00.000Z,45.44,USD,web,
customer-0046,2026-04-01T05:15:00.000Z,46.45,EUR,mobile,ext-000045
customer-0047,2026-04-01T05:22:00.000Z,47.46,GBP,email,
customer-0048,2026-04-01T05:29:00.000Z,48.47,UAH,pos,
customer-0049,2026-04-01T05:36:00.000Z,49.48,USD,web,ext-000048
customer-0050,2026-04-01T05:43:00.000Z,50.49,EUR,mobile,
customer-0051,2026-04-01T05:50:00.000Z,51.50,GBP,email,
customer-0052,2026-04-01T05:57:00.000Z,52.51,UAH,pos,ext-000051
customer-0053,2026-04-01T06:04:00.000Z,53.52,USD,web,
customer-0054,2026-04-01T06:11:00.000Z,54.53,EUR,mobile,
customer-0055,2026-04-01T06:18:00.000Z,55.54,GBP,email,ext-000054
customer-0056,2026-04-01T06:25:00.000Z,56.55,UAH,pos,
customer-0057,2026-04-01T06:32:00.000Z,57.56,USD,web,
customer-0058,2026-04-01T06:39:00.000Z,58.57,EUR,mobile,ext-000057
customer-0059,2026-04-01T06:46:00.000Z,59.58,GBP,email,
customer-0060,2026-04-01T06:53:00.000Z,60.59,UAH,pos,
customer-0061,2026-04-01T07:00:00.000Z,61.60,USD,web,ext-000060
customer-0062,2026-04-01T07:07:00.000Z,62.61,EUR,mobile,
customer-0063,2026-04-01T07:14:00.000Z,63.62,GBP,email,
customer-0064,2026-04-01T07:21:00.000Z,64.63,UAH,pos,ext-000063
customer-0065,2026-04-01T07:28:00.000Z,65.64,USD,web,
customer-0066,2026-04-01T07:35:00.000Z,66.65,EUR,mobile,
customer-0067,2026-04-01T07:42:00.000Z,67.66,GBP,email,ext-000066
customer-0068,2026-04-01T07:49:00.000Z,68.67,UAH,pos,
customer-0069,2026-04-01T07:56:00.000Z,69.68,USD,web,
customer-0070,2026-04-01T08:03:00.000Z,70.69,EUR,mobile,ext-000069
customer-0071,2026-04-01T08:10:00.000Z,71.70,GBP,email,
customer-0072,2026-04-01T08:17:00.000Z,72.71,UAH,pos,
customer-0073,2026-04-01T08:24:00.000Z,73.72,USD,web,ext-000072
customer-0074,2026-04-01T08:31:00.000Z,74.73,EUR,mobile,
customer-0075,2026-04-01T08:38:00.000Z,75.74,GBP,email,
customer-0076,2026-04-01T08:45:00.000Z,76.75,UAH,pos,ext-000075
customer-0077,2026-04-01T08:52:00.000Z,77.76,USD,web,
customer-0078,2026-04-01T08:59:00.000Z,78.77,EUR,mobile,
customer-0079,2026-04-01T09:06:00.000Z,79.78,GBP,email,ext-000078
customer-0080,2026-04-01T09:13:00.000Z,80.79,UAH,pos,
customer-0081,2026-04-01T09:20:00.000Z,81.80,USD,web,
customer-0082,2026-04-01T09:27:00.000Z,82.81,EUR,mobile,ext-000081
customer-0083,2026-04-01T09:34:00.000Z,83.82,GBP,email,
customer-0084,2026-04-01T09:41:00.000Z,84.83,UAH,pos,
customer-0085,2026-04-01T09:48:00.000Z,85.84,USD,web,ext-000084
customer-0086,2026-04-01T09:55:00.000Z,86.85,EUR,mobile,
customer-0087,2026-04-01T10:02:00.000Z,87.86,GBP,email,
customer-0088,2026-04-01T10:09:00.000Z,88.87,UAH,pos,ext-000087
customer-0089,2026-04-01T10:16:00.000Z,89.88,USD,web,
customer-0090,2026-04-01T10:23:00.000Z,90.89,EUR,mobile,
customer-0091,2026-04-01T10:30:00.000Z,91.90,GBP,email,ext-000090
customer-0092,2026-04-01T10:37:00.000Z,92.91,UAH,pos,
customer-0093,2026-04-01T10:44:00.000Z,93.92,USD,web,
customer-0094,2026-04-01T10:51:00.000Z,94.93,EUR,mobile,ext-000093
customer-0095,2026-04-01T10:58:00.000Z,95.94,GBP,email,
customer-0096,2026-04-01T11:05:00.000Z,96.95,UAH,pos,
customer-0097,2026-04-01T11:12:00.000Z,97.96,USD,web,ext-000096
customer-0098,2026-04-01T11:19:00.000Z,98.97,EUR,mobile,
customer-0099,2026-04-01T11:26:00.000Z,99.98,GBP,email,
customer-0100,2026-04-01T11:33:00.000Z,100.00,UAH,pos,ext-000099
customer-0101,2026-04-01T11:40:00.000Z,101.01,USD,web,
customer-0102,2026-04-01T11:47:00.000Z,102.02,EUR,mobile,
customer-0103,2026-04-01T11:54:00.000Z,103.03,GBP,email,ext-000102
customer-0104,2026-04-01T12:01:00.000Z,104.04,UAH,pos,
customer-0105,2026-04-01T12:08:00.000Z,105.05,USD,web,
customer-0106,2026-04-01T12:15:00.000Z,106.06,EUR,mobile,ext-000105
customer-0107,2026-04-01T12:22:00.000Z,107.07,GBP,email,
customer-0108,2026-04-01T12:29:00.000Z,108.08,UAH,pos,
customer-0109,2026-04-01T12:36:00.000Z,109.09,USD,web,ext-000108
customer-0110,2026-04-01T12:43:00.000Z,110.10,EUR,mobile,
customer-0111,2026-04-01T12:50:00.000Z,111.11,GBP,email,
customer-0112,2026-04-01T12:57:00.000Z,112.12,UAH,pos,ext-000111
customer-0113,2026-04-01T13:04:00.000Z,113.13,USD,web,
customer-0114,2026-04-01T13:11:00.000Z,114.14,EUR,mobile,
customer-0115,2026-04-01T13:18:00.000Z,115.15,GBP,email,ext-000114
customer-0116,2026-04-01T13:25:00.000Z,116.16,UAH,pos,
customer-0117,2026-04-01T13:32:00.000Z,117.17,USD,web,
customer-0118,2026-04-01T13:39:00.000Z,118.18,EUR,mobile,ext-000117
customer-0119,2026-04-01T13:46:00.000Z,119.19,GBP,email,
customer-0120,2026-04-01T13:53:00.000Z,120.20,UAH,pos,
customer-0121,2026-04-01T14:00:00.000Z,121.21,USD,web,ext-000120
customer-0122,2026-04-01T14:07:00.000Z,122.22,EUR,mobile,
customer-0123,2026-04-01T14:14:00.000Z,123.23,GBP,email,
customer-0124,2026-04-01T14:21:00.000Z,124.24,UAH,pos,ext-000123
customer-0125,2026-04-01T14:28:00.000Z,125.25,USD,web,
customer-0126,2026-04-01T14:35:00.000Z,126.26,EUR,mobile,
customer-0127,2026-04-01T14:42:00.000Z,127.27,GBP,email,ext-000126
customer-0128,2026-04-01T14:49:00.000Z,128.28,UAH,pos,
customer-0129,2026-04-01T14:56:00.000Z,129.29,USD,web,
customer-0130,2026-04-01T15:03:00.000Z,130.30,EUR,mobile,ext-000129
customer-0131,2026-04-01T15:10:00.000Z,131.31,GBP,email,
customer-0132,2026-04-01T15:17:00.000Z,132.32,UAH,pos,
customer-0133,2026-04-01T15:24:00.000Z,133.33,USD,web,ext-000132
customer-0134,2026-04-01T15:31:00.000Z,134.34,EUR,mobile,
customer-0135,2026-04-01T15:38:00.000Z,135.35,GBP,email,
customer-0136,2026-04-01T15:45:00.000Z,136.36,UAH,pos,ext-000135
customer-0137,2026-04-01T15:52:00.000Z,137.37,USD,web,
customer-0138,2026-04-01T15:59:00.000Z,138.38,EUR,mobile,
customer-0139,2026-04-01T16:06:00.000Z,139.39,GBP,email,ext-000138
customer-0140,2026-04-01T16:13:00.000Z,140.40,UAH,pos,
customer-0141,2026-04-01T16:20:00.000Z,141.41,USD,web,
customer-0142,2026-04-01T16:27:00.000Z,142.42,EUR,mobile,ext-000141
customer-0143,2026-04-01T16:34:00.000Z,143.43,GBP,email,
customer-0144,2026-04-01T16:41:00.000Z,144.44,UAH,pos,
customer-0145,2026-04-01T16:48:00.000Z,145.45,USD,web,ext-000144
customer-0146,2026-04-01T16:55:00.000Z,146.46,EUR,mobile,
customer-0147,2026-04-01T17:02:00.000Z,147.47,GBP,email,
customer-0148,2026-04-01T17:09:00.000Z,148.48,UAH,pos,ext-000147
customer-0149,2026-04-01T17:16:00.000Z,149.49,USD,web,
customer-0150,2026-04-01T17:23:00.000Z,150.50,EUR,mobile,
customer-0151,2026-04-01T17:30:00.000Z,151.51,GBP,email,ext-000150
customer-0152,2026-04-01T17:37:00.000Z,152.52,UAH,pos,
customer-0153,2026-04-01T17:44:00.000Z,153.53,USD,web,
customer-0154,2026-04-01T17:51:00.000Z,154.54,EUR,mobile,ext-000153
customer-0155,2026-04-01T17:58:00.000Z,155.55,GBP,email,
customer-0156,2026-04-01T18:05:00.000Z,156.56,UAH,pos,
customer-0157,2026-04-01T18:12:00.000Z,157.57,USD,web,ext-000156
customer-0158,2026-04-01T18:19:00.000Z,158.58,EUR,mobile,
customer-0159,2026-04-01T18:26:00.000Z,159.59,GBP,email,
customer-0160,2026-04-01T18:33:00.000Z,160.60,UAH,pos,ext-000159
customer-0161,2026-04-01T18:40:00.000Z,161.61,USD,web,
customer-0162,2026-04-01T18:47:00.000Z,162.62,EUR,mobile,
customer-0163,2026-04-01T18:54:00.000Z,163.63,GBP,email,ext-000162
customer-0164,2026-04-01T19:01:00.000Z,164.64,UAH,pos,
customer-0165,2026-04-01T19:08:00.000Z,165.65,USD,web,
customer-0166,2026-04-01T19:15:00.000Z,166.66,EUR,mobile,ext-000165
customer-0167,2026-04-01T19:22:00.000Z,167.67,GBP,email,
customer-0168,2026-04-01T19:29:00.000Z,168.68,UAH,pos,
customer-0169,2026-04-01T19:36:00.000Z,169.69,USD,web,ext-000168
customer-0170,2026-04-01T19:43:00.000Z,170.70,EUR,mobile,
customer-0171,2026-04-01T19:50:00.000Z,171.71,GBP,email,
customer-0172,2026-04-01T19:57:00.000Z,172.72,UAH,pos,ext-000171
customer-0173,2026-04-01T20:04:00.000Z,173.73,USD,web,
customer-0174,2026-04-01T20:11:00.000Z,174.74,EUR,mobile,
customer-0175,2026-04-01T20:18:00.000Z,175.75,GBP,email,ext-000174
customer-0176,2026-04-01T20:25:00.000Z,176.76,UAH,pos,
customer-0177,2026-04-01T20:32:00.000Z,177.77,USD,web,
customer-0178,2026-04-01T20:39:00.000Z,178.78,EUR,mobile,ext-000177
customer-0179,2026-04-01T20:46:00.000Z,179.79,GBP,email,
customer-0180,2026-04-01T20:53:00.000Z,180.80,UAH,pos,
customer-0181,2026-04-01T21:00:00.000Z,181.81,USD,web,ext-000180
customer-0182,2026-04-01T21:07:00.000Z,182.82,EUR,mobile,
customer-0183,2026-04-01T21:14:00.000Z,183.83,GBP,email,
customer-0184,2026-04-01T21:21:00.000Z,184.84,UAH,pos,ext-000183
customer-0185,2026-04-01T21:28:00.000Z,185.85,USD,web,
customer-0186,2026-04-01T21:35:00.000Z,186.86,EUR,mobile,
customer-0187,2026-04-01T21:42:00.000Z,187.87,GBP,email,ext-000186
customer-0188,2026-04-01T21:49:00.000Z,188.88,UAH,pos,
customer-0189,2026-04-01T21:56:00.000Z,189.89,USD,web,
customer-0190,2026-04-01T22:03:00.000Z,190.90,EUR,mobile,ext-000189
customer-0191,2026-04-01T22:10:00.000Z,191.91,GBP,email,
customer-0192,2026-04-01T22:17:00.000Z,192.92,UAH,pos,
customer-0193,2026-04-01T22:24:00.000Z,193.93,USD,web,ext-000192
customer-0194,2026-04-01T22:31:00.000Z,194.94,EUR,mobile,
customer-0195,2026-04-01T22:38:00.000Z,195.95,GBP,email,
customer-0196,2026-04-01T22:45:00.000Z,196.96,UAH,pos,ext-000195
customer-0197,2026-04-01T22:52:00.000Z,197.97,USD,web,
customer-0198,2026-04-01T22:59:00.000Z,198.98,EUR,mobile,
customer-0199,2026-04-01T23:06:00.000Z,199.00,GBP,email,ext-000198
customer-0200,2026-04-01T23:13:00.000Z,200.01,UAH,pos,
customer-0201,2026-04-01T23:20:00.000Z,201.02,USD,web,
customer-0202,2026-04-01T23:27:00.000Z,202.03,EUR,mobile,ext-000201
customer-0203,2026-04-01T23:34:00.000Z,203.04,GBP,email,
customer-0204,2026-04-01T23:41:00.000Z,204.05,UAH,pos,
customer-0205,2026-04-01T23:48:00.000Z,205.06,USD,web,ext-000204
customer-0206,2026-04-01T23:55:00.000Z,206.07,EUR,mobile,
customer-0207,2026-04-02T00:02:00.000Z,207.08,GBP,email,
customer-0208,2026-04-02T00:09:00.000Z,208.09,UAH,pos,ext-000207
customer-0209,2026-04-02T00:16:00.000Z,209.10,USD,web,
customer-0210,2026-04-02T00:23:00.000Z,210.11,EUR,mobile,
customer-0211,2026-04-02T00:30:00.000Z,211.12,GBP,email,ext-000210
customer-0212,2026-04-02T00:37:00.000Z,212.13,UAH,pos,
customer-0213,2026-04-02T00:44:00.000Z,213.14,USD,web,
customer-0214,2026-04-02T00:51:00.000Z,214.15,EUR,mobile,ext-000213
customer-0215,2026-04-02T00:58:00.000Z,215.16,GBP,email,
customer-0216,2026-04-02T01:05:00.000Z,216.17,UAH,pos,
customer-0217,2026-04-02T01:12:00.000Z,217.18,USD,web,ext-000216
customer-0218,2026-04-02T01:19:00.000Z,218.19,EUR,mobile,
customer-0219,2026-04-02T01:26:00.000Z,219.20,GBP,email,
customer-0220,2026-04-02T01:33:00.000Z,220.21,UAH,pos,ext-000219
customer-0221,2026-04-02T01:40:00.000Z,221.22,USD,web,
customer-0222,2026-04-02T01:47:00.000Z,222.23,EUR,mobile,
customer-0223,2026-04-02T01:54:00.000Z,223.24,GBP,email,ext-000222
customer-0224,2026-04-02T02:01:00.000Z,224.25,UAH,pos,
customer-0225,2026-04-02T02:08:00.000Z,225.26,USD,web,
customer-0226,2026-04-02T02:15:00.000Z,226.27,EUR,mobile,ext-000225
customer-0227,2026-04-02T02:22:00.000Z,227.28,GBP,email,
customer-0228,2026-04-02T02:29:00.000Z,228.29,UAH,pos,
customer-0229,2026-04-02T02:36:00.000Z,229.30,USD,web,ext-000228
customer-0230,2026-04-02T02:43:00.000Z,230.31,EUR,mobile,
customer-0231,2026-04-02T02:50:00.000Z,231.32,GBP,email,
customer-0232,2026-04-02T02:57:00.000Z,232.33,UAH,pos,ext-000231
customer-0233,2026-04-02T03:04:00.000Z,233.34,USD,web,
customer-0234,2026-04-02T03:11:00.000Z,234.35,EUR,mobile,
customer-0235,2026-04-02T03:18:00.000Z,235.36,GBP,email,ext-000234
customer-0236,2026-04-02T03:25:00.000Z,236.37,UAH,pos,
customer-0237,2026-04-02T03:32:00.000Z,237.38,USD,web,
customer-0238,2026-04-02T03:39:00.000Z,238.39,EUR,mobile,ext-000237
customer-0239,2026-04-02T03:46:00.000Z,239.40,GBP,email,
customer-0240,2026-04-02T03:53:00.000Z,240.41,UAH,pos,
customer-0241,2026-04-02T04:00:00.000Z,241.42,USD,web,ext-000240
customer-0242,2026-04-02T04:07:00.000Z,242.43,EUR,mobile,
customer-0243,2026-04-02T04:14:00.000Z,243.44,GBP,email,
customer-0244,2026-04-02T04:21:00.000Z,244.45,UAH,pos,ext-000243
customer-0245,2026-04-02T04:28:00.000Z,245.46,USD,web,
customer-0246,2026-04-02T04:35:00.000Z,246.47,EUR,mobile,
customer-0247,2026-04-02T04:42:00.000Z,247.48,GBP,email,ext-000246
customer-0248,2026-04-02T04:49:00.000Z,248.49,UAH,pos,
customer-0249,2026-04-02T04:56:00.000Z,249.50,USD,web,
customer-0250,2026-04-02T05:03:00.000Z,250.51,EUR,mobile,ext-000249
customer-0251,2026-04-02T05:10:00.000Z,251.52,GBP,email,
customer-0252,2026-04-02T05:17:00.000Z,252.53,UAH,pos,
customer-0253,2026-04-02T05:24:00.000Z,253.54,USD,web,ext-000252
customer-0254,2026-04-02T05:31:00.000Z,254.55,EUR,mobile,
customer-0255,2026-04-02T05:38:00.000Z,255.56,GBP,email,
customer-0256,2026-04-02T05:45:00.000Z,256.57,UAH,pos,ext-000255
customer-0257,2026-04-02T05:52:00.000Z,257.58,USD,web,
customer-0258,2026-04-02T05:59:00.000Z,258.59,EUR,mobile,
customer-0259,2026-04-02T06:06:00.000Z,259.60,GBP,email,ext-000258
customer-0260,2026-04-02T06:13:00.000Z,260.61,UAH,pos,
customer-0261,2026-04-02T06:20:00.000Z,261.62,USD,web,
customer-0262,2026-04-02T06:27:00.000Z,262.63,EUR,mobile,ext-000261
customer-0263,2026-04-02T06:34:00.000Z,263.64,GBP,email,
customer-0264,2026-04-02T06:41:00.000Z,264.65,UAH,pos,
customer-0265,2026-04-02T06:48:00.000Z,265.66,USD,web,ext-000264
customer-0266,2026-04-02T06:55:00.000Z,266.67,EUR,mobile,
customer-0267,2026-04-02T07:02:00.000Z,267.68,GBP,email,
customer-0268,2026-04-02T07:09:00.000Z,268.69,UAH,pos,ext-000267
customer-0269,2026-04-02T07:16:00.000Z,269.70,USD,web,
customer-0270,2026-04-02T07:23:00.000Z,270.71,EUR,mobile,
customer-0271,2026-04-02T07:30:00.000Z,271.72,GBP,email,ext-000270
customer-0272,2026-04-02T07:37:00.000Z,272.73,UAH,pos,
customer-0273,2026-04-02T07:44:00.000Z,273.74,USD,web,
customer-0274,2026-04-02T07:51:00.000Z,274.75,EUR,mobile,ext-000273
customer-0275,2026-04-02T07:58:00.000Z,275.76,GBP,email,
customer-0276,2026-04-02T08:05:00.000Z,276.77,UAH,pos,
customer-0277,2026-04-02T08:12:00.000Z,277.78,USD,web,ext-000276
customer-0278,2026-04-02T08:19:00.000Z,278.79,EUR,mobile,
customer-0279,2026-04-02T08:26:00.000Z,279.80,GBP,email,
customer-0280,2026-04-02T08:33:00.000Z,280.81,UAH,pos,ext-000279
customer-0281,2026-04-02T08:40:00.000Z,281.82,USD,web,
customer-0282,2026-04-02T08:47:00.000Z,282.83,EUR,mobile,
customer-0283,2026-04-02T08:54:00.000Z,283.84,GBP,email,ext-000282
customer-0284,2026-04-02T09:01:00.000Z,284.85,UAH,pos,
customer-0285,2026-04-02T09:08:00.000Z,285.86,USD,web,
customer-0286,2026-04-02T09:15:00.000Z,286.87,EUR,mobile,ext-000285
customer-0287,2026-04-02T09:22:00.000Z,287.88,GBP,email,
customer-0288,2026-04-02T09:29:00.000Z,288.89,UAH,pos,
customer-0289,2026-04-02T09:36:00.000Z,289.90,USD,web,ext-000288
customer-0290,2026-04-02T09:43:00.000Z,290.91,EUR,mobile,
customer-0291,2026-04-02T09:50:00.000Z,291.92,GBP,email,
customer-0292,2026-04-02T09:57:00.000Z,292.93,UAH,pos,ext-000291
customer-0293,2026-04-02T10:04:00.000Z,293.94,USD,web,
customer-0294,2026-04-02T10:11:00.000Z,294.95,EUR,mobile,
customer-0295,2026-04-02T10:18:00.000Z,295.96,GBP,email,ext-000294
customer-0296,2026-04-02T10:25:00.000Z,296.97,UAH,pos,
customer-0297,2026-04-02T10:32:00.000Z,297.98,USD,web,
customer-0298,2026-04-02T10:39:00.000Z,298.00,EUR,mobile,ext-000297
customer-0299,2026-04-02T10:46:00.000Z,299.01,GBP,email,
customer-0300,2026-04-02T10:53:00.000Z,300.02,UAH,pos,
customer-0301,2026-04-02T11:00:00.000Z,301.03,USD,web,ext-000300
customer-0302,2026-04-02T11:07:00.000Z,302.04,EUR,mobile,
customer-0303,2026-04-02T11:14:00.000Z,303.05,GBP,email,
customer-0304,2026-04-02T11:21:00.000Z,304.06,UAH,pos,ext-000303
customer-0305,2026-04-02T11:28:00.000Z,305.07,USD,web,
customer-0306,2026-04-02T11:35:00.000Z,306.08,EUR,mobile,
customer-0307,2026-04-02T11:42:00.000Z,307.09,GBP,email,ext-000306
customer-0308,2026-04-02T11:49:00.000Z,308.10,UAH,pos,
customer-0309,2026-04-02T11:56:00.000Z,309.11,USD,web,
customer-0310,2026-04-02T12:03:00.000Z,310.12,EUR,mobile,ext-000309
customer-0311,2026-04-02T12:10:00.000Z,311.13,GBP,email,
customer-0312,2026-04-02T12:17:00.000Z,312.14,UAH,pos,
customer-0313,2026-04-02T12:24:00.000Z,313.15,USD,web,ext-000312
customer-0314,2026-04-02T12:31:00.000Z,314.16,EUR,mobile,
customer-0315,2026-04-02T12:38:00.000Z,315.17,GBP,email,
customer-0316,2026-04-02T12:45:00.000Z,316.18,UAH,pos,ext-000315
customer-0317,2026-04-02T12:52:00.000Z,317.19,USD,web,
customer-0318,2026-04-02T12:59:00.000Z,318.20,EUR,mobile,
customer-0319,2026-04-02T13:06:00.000Z,319.21,GBP,email,ext-000318
customer-0320,2026-04-02T13:13:00.000Z,320.22,UAH,pos,
customer-0321,2026-04-02T13:20:00.000Z,321.23,USD,web,
customer-0322,2026-04-02T13:27:00.000Z,322.24,EUR,mobile,ext-000321
customer-0323,2026-04-02T13:34:00.000Z,323.25,GBP,email,
customer-0324,2026-04-02T13:41:00.000Z,324.26,UAH,pos,
customer-0325,2026-04-02T13:48:00.000Z,325.27,USD,web,ext-000324
customer-0326,2026-04-02T13:55:00.000Z,326.28,EUR,mobile,
customer-0327,2026-04-02T14:02:00.000Z,327.29,GBP,email,
customer-0328,2026-04-02T14:09:00.000Z,328.30,UAH,pos,ext-000327
customer-0329,2026-04-02T14:16:00.000Z,329.31,USD,web,
customer-0330,2026-04-02T14:23:00.000Z,330.32,EUR,mobile,
customer-0331,2026-04-02T14:30:00.000Z,331.33,GBP,email,ext-000330
customer-0332,2026-04-02T14:37:00.000Z,332.34,UAH,pos,
customer-0333,2026-04-02T14:44:00.000Z,333.35,USD,web,
customer-0334,2026-04-02T14:51:00.000Z,334.36,EUR,mobile,ext-000333
customer-0335,2026-04-02T14:58:00.000Z,335.37,GBP,email,
customer-0336,2026-04-02T15:05:00.000Z,336.38,UAH,pos,
customer-0337,2026-04-02T15:12:00.000Z,337.39,USD,web,ext-000336
customer-0338,2026-04-02T15:19:00.000Z,338.40,EUR,mobile,
customer-0339,2026-04-02T15:26:00.000Z,339.41,GBP,email,
customer-0340,2026-04-02T15:33:00.000Z,340.42,UAH,pos,ext-000339
customer-0341,2026-04-02T15:40:00.000Z,341.43,USD,web,
customer-0342,2026-04-02T15:47:00.000Z,342.44,EUR,mobile,
customer-0343,2026-04-02T15:54:00.000Z,343.45,GBP,email,ext-000342
customer-0344,2026-04-02T16:01:00.000Z,344.46,UAH,pos,
customer-0345,2026-04-02T16:08:00.000Z,345.47,USD,web,
customer-0346,2026-04-02T16:15:00.000Z,346.48,EUR,mobile,ext-000345
customer-0347,2026-04-02T16:22:00.000Z,347.49,GBP,email,
customer-0348,2026-04-02T16:29:00.000Z,348.50,UAH,pos,
customer-0349,2026-04-02T16:36:00.000Z,349.51,USD,web,ext-000348
customer-0350,2026-04-02T16:43:00.000Z,350.52,EUR,mobile,
customer-0351,2026-04-02T16:50:00.000Z,351.53,GBP,email,
customer-0352,2026-04-02T16:57:00.000Z,352.54,UAH,pos,ext-000351
customer-0353,2026-04-02T17:04:00.000Z,353.55,USD,web,
customer-0354,2026-04-02T17:11:00.000Z,354.56,EUR,mobile,
customer-0355,2026-04-02T17:18:00.000Z,355.57,GBP,email,ext-000354
customer-0356,2026-04-02T17:25:00.000Z,356.58,UAH,pos,
customer-0357,2026-04-02T17:32:00.000Z,357.59,USD,web,
customer-0358,2026-04-02T17:39:00.000Z,358.60,EUR,mobile,ext-000357
customer-0359,2026-04-02T17:46:00.000Z,359.61,GBP,email,
customer-0360,2026-04-02T17:53:00.000Z,360.62,UAH,pos,
customer-0361,2026-04-02T18:00:00.000Z,361.63,USD,web,ext-000360
customer-0362,2026-04-02T18:07:00.000Z,362.64,EUR,mobile,
customer-0363,2026-04-02T18:14:00.000Z,363.65,GBP,email,
customer-0364,2026-04-02T18:21:00.000Z,364.66,UAH,pos,ext-000363
customer-0365,2026-04-02T18:28:00.000Z,365.67,USD,web,
customer-0366,2026-04-02T18:35:00.000Z,366.68,EUR,mobile,
customer-0367,2026-04-02T18:42:00.000Z,367.69,GBP,email,ext-000366
customer-0368,2026-04-02T18:49:00.000Z,368.70,UAH,pos,
customer-0369,2026-04-02T18:56:00.000Z,369.71,USD,web,
customer-0370,2026-04-02T19:03:00.000Z,370.72,EUR,mobile,ext-000369
customer-0371,2026-04-02T19:10:00.000Z,371.73,GBP,email,
customer-0372,2026-04-02T19:17:00.000Z,372.74,UAH,pos,
customer-0373,2026-04-02T19:24:00.000Z,373.75,USD,web,ext-000372
customer-0374,2026-04-02T19:31:00.000Z,374.76,EUR,mobile,
customer-0375,2026-04-02T19:38:00.000Z,375.77,GBP,email,
customer-0376,2026-04-02T19:45:00.000Z,376.78,UAH,pos,ext-000375
customer-0377,2026-04-02T19:52:00.000Z,377.79,USD,web,
customer-0378,2026-04-02T19:59:00.000Z,378.80,EUR,mobile,
customer-0379,2026-04-02T20:06:00.000Z,379.81,GBP,email,ext-000378
customer-0380,2026-04-02T20:13:00.000Z,380.82,UAH,pos,
customer-0381,2026-04-02T20:20:00.000Z,381.83,USD,web,
customer-0382,2026-04-02T20:27:00.000Z,382.84,EUR,mobile,ext-000381
customer-0383,2026-04-02T20:34:00.000Z,383.85,GBP,email,
customer-0384,2026-04-02T20:41:00.000Z,384.86,UAH,pos,
customer-0385,2026-04-02T20:48:00.000Z,385.87,USD,web,ext-000384
customer-0386,2026-04-02T20:55:00.000Z,386.88,EUR,mobile,
